Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;gross margin percentage;gross income;Rating
172-42-8274;B;Mandalay;Normal;Female;Electronic accessories;38.27;2;3827;80367;02/03/2019;18:18:00;Credit card;4761904762;3827;5.8
558-60-5016;A;Yangon;Normal;Female;Home and lifestyle;33.3;9;14985;314685;04/03/2019;15:27:00;Ewallet;4761904762;14985;7.2
195-06-0432;A;Yangon;Member;Male;Home and lifestyle;81.01;3;121515;2551815;13/01/2019;12:55:00;Credit card;4761904762;121515;9.3
605-03-2706;A;Yangon;Normal;Female;Health and beauty;15.8;3;2.37;49.77;25/03/2019;18:02:00;Cash;4761904762;2.37;9.5
214-30-2776;B;Mandalay;Member;Female;Electronic accessories;34.49;5;86225;1810725;11/03/2019;19:44:00;Credit card;4761904762;86225;9.0
746-04-1077;B;Mandalay;Member;Female;Food and beverages;84.63;10;42315;888615;01/01/2019;11:36:00;Credit card;4761904762;42315;9.0
448-34-8700;B;Mandalay;Member;Male;Home and lifestyle;36.91;7;129185;2712885;10/02/2019;13:51:00;Ewallet;4761904762;129185;6.7
452-04-8808;B;Mandalay;Normal;Male;Electronic accessories;87.08;7;30478;640038;26/01/2019;15:17:00;Cash;4761904762;30478;5.5
531-56-4728;A;Yangon;Normal;Male;Home and lifestyle;80.08;3;12012;252252;11/02/2019;15:29:00;Cash;4761904762;12012;5.4
744-82-9138;C;Naypyitaw;Normal;Male;Fashion accessories;86.13;2;8613;180873;07/02/2019;17:59:00;Cash;4761904762;8613;8.2
883-69-1285;B;Mandalay;Member;Male;Fashion accessories;49.92;2;4992;104832;06/03/2019;11:55:00;Credit card;4761904762;4992;7.0
221-25-5073;A;Yangon;Normal;Female;Food and beverages;74.66;4;14932;313572;04/03/2019;10:39:00;Cash;4761904762;14932;8.5
518-71-6847;B;Mandalay;Member;Male;Food and beverages;26.6;6;7.98;167.58;26/02/2019;15:10:00;Ewallet;4761904762;7.98;4.9
156-20-0370;B;Mandalay;Normal;Female;Electronic accessories;25.45;1;12725;267225;10/03/2019;18:10:00;Credit card;4761904762;12725;5.1
151-33-7434;B;Mandalay;Normal;Female;Food and beverages;67.77;1;33885;711585;04/02/2019;20:43:00;Credit card;4761904762;33885;6.5
728-47-9078;C;Naypyitaw;Member;Male;Food and beverages;59.59;4;11918;250278;19/01/2019;12:46:00;Cash;4761904762;11918;9.8
809-46-1866;A;Yangon;Normal;Male;Health and beauty;58.15;4;11.63;244.23;23/01/2019;17:44:00;Cash;4761904762;11.63;8.4
139-32-4183;A;Yangon;Member;Female;Sports and travel;97.48;9;43866;921186;14/03/2019;14:19:00;Ewallet;4761904762;43866;7.4
148-41-7930;C;Naypyitaw;Normal;Male;Health and beauty;99.96;7;34986;734706;23/01/2019;10:33:00;Cash;4761904762;34986;6.1
189-40-5216;C;Naypyitaw;Normal;Male;Electronic accessories;96.37;7;337295;7083195;09/01/2019;11:40:00;Cash;4761904762;337295;6.0
374-38-5555;B;Mandalay;Normal;Female;Fashion accessories;63.71;5;159275;3344775;07/02/2019;19:30:00;Ewallet;4761904762;159275;8.5
764-44-8999;B;Mandalay;Normal;Female;Health and beauty;14.76;2;1476;30996;18/02/2019;14:42:00;Ewallet;4761904762;1476;4.3
552-44-5977;B;Mandalay;Member;Male;Health and beauty;62.0;8;24.8;520.8;03/01/2019;19:08:00;Credit card;4761904762;24.8;6.2
267-62-7380;C;Naypyitaw;Member;Male;Electronic accessories;82.34;10;41.17;864.57;29/03/2019;19:12:00;Ewallet;4761904762;41.17;4.3
430-53-4718;B;Mandalay;Member;Male;Health and beauty;75.37;8;30148;633108;28/01/2019;15:46:00;Credit card;4761904762;30148;8.4
886-18-2897;A;Yangon;Normal;Female;Food and beverages;56.56;5;14.14;296.94;22/03/2019;19:06:00;Credit card;4761904762;14.14;4.5
602-16-6955;B;Mandalay;Normal;Female;Sports and travel;76.6;10;38.3;804.3;24/01/2019;18:10:00;Ewallet;4761904762;38.3;6.0
745-74-0715;A;Yangon;Normal;Male;Electronic accessories;58.03;2;5803;121863;10/03/2019;20:46:00;Ewallet;4761904762;5803;8.8
690-01-6631;B;Mandalay;Normal;Male;Fashion accessories;17.49;10;8745;183645;22/02/2019;18:35:00;Ewallet;4761904762;8745;6.6
652-49-6720;C;Naypyitaw;Member;Female;Electronic accessories;60.95;1;30475;639975;18/02/2019;11:40:00;Ewallet;4761904762;30475;5.9
233-67-5758;C;Naypyitaw;Normal;Male;Health and beauty;40.35;1;20175;423675;29/01/2019;13:46:00;Ewallet;4761904762;20175;6.2
303-96-2227;B;Mandalay;Normal;Female;Home and lifestyle;97.38;10;48.69;1022.49;02/03/2019;17:16:00;Ewallet;4761904762;48.69;4.4
727-02-1313;A;Yangon;Member;Male;Food and beverages;31.84;1;1592;33432;09/02/2019;13:22:00;Cash;4761904762;1592;7.7
347-56-2442;A;Yangon;Normal;Male;Home and lifestyle;65.82;1;3291;69111;22/02/2019;15:33:00;Cash;4761904762;3291;4.1
849-09-3807;A;Yangon;Member;Female;Fashion accessories;88.34;7;30919;649299;18/02/2019;13:28:00;Cash;4761904762;30919;6.6
